1118
 -306.802932 -200.401777 0.000000 12.399162  1 0 0 0 1 0 0 0 1  1
 -280.093286 -183.708752 0.000000 11.233189  1 0 0 0 1 0 0 0 1  1
 -313.619888 -176.828906 0.000000 11.839078  1 0 0 0 1 0 0 0 1  1
 -374.371718 -91.805000 0.000000 12.399525  1 0 0 0 1 0 0 0 1  1
 -411.238856 -105.371161 0.000000 14.172671  1 0 0 0 1 0 0 0 1  1
 -401.536494 -72.946759 0.000000 10.496544  1 0 0 0 1 0 0 0 1  1
 -432.620133 -87.140827 0.000000 19.027161  1 0 0 0 1 0 0 0 1  1
 153.483832 434.989845 0.000000 19.447872  1 0 0 0 1 0 0 0 1  1
 126.435732 445.411098 0.000000 14.908641  1 0 0 0 1 0 0 0 1  1
 -443.176394 153.933466 -0.000000 14.892526  1 0 0 0 1 0 0 0 1  1
 -445.585954 131.158902 -0.000000 13.377194  1 0 0 0 1 0 0 0 1  1
 -152.716741 -440.317772 0.000000 19.000538  1 0 0 0 1 0 0 0 1  1
 -132.277785 -437.548636 0.000000 13.692468  1 0 0 0 1 0 0 0 1  1
 379.716646 86.530541 0.000000 11.112028  1 0 0 0 1 0 0 0 1  1
 411.405881 105.132887 0.000000 17.802521  1 0 0 0 1 0 0 0 1  1
 406.173981 74.871445 0.000000 13.897388  1 0 0 0 1 0 0 0 1  1
 440.261383 -152.758376 0.000000 12.416913  1 0 0 0 1 0 0 0 1  1
 437.116577 -131.777552 0.000000 14.039121  1 0 0 0 1 0 0 0 1  1
 433.603296 87.536274 0.000000 10.964545  1 0 0 0 1 0 0 0 1  1
 110.965428 420.172769 0.000000 11.319733  1 0 0 0 1 0 0 0 1  1
 100.147473 447.910710 0.000000 19.420506  1 0 0 0 1 0 0 0 1  1
 93.826364 -378.982786 0.000000 19.561345  1 0 0 0 1 0 0 0 1  1
 107.250096 -406.715808 0.000000 15.752086  1 0 0 0 1 0 0 0 1  1
 78.881937 -402.757750 0.000000 10.597795  1 0 0 0 1 0 0 0 1  1
 91.199778 -431.139973 0.000000 12.347799  1 0 0 0 1 0 0 0 1  1
 11.899870 400.659354 0.000000 13.531586  1 0 0 0 1 0 0 0 1  1
 -14.087700 419.002560 -0.000000 18.211940  1 0 0 0 1 0 0 0 1  1
 11.654240 432.584571 0.000000 10.154034  1 0 0 0 1 0 0 0 1  1
 -12.949744 383.414304 -0.000000 10.430238  1 0 0 0 1 0 0 0 1  1
 375.982098 202.621364 0.000000 11.689900  1 0 0 0 1 0 0 0 1  1
 402.825620 221.334196 0.000000 16.491155  1 0 0 0 1 0 0 0 1  1
 394.144750 185.888159 0.000000 17.317224  1 0 0 0 1 0 0 0 1  1
 422.898086 194.595833 0.000000 16.477460  1 0 0 0 1 0 0 0 1  1
 -372.270687 -206.654236 0.000000 14.509237  1 0 0 0 1 0 0 0 1  1
 -402.357127 -214.271511 0.000000 15.470089  1 0 0 0 1 0 0 0 1  1
 -392.216629 -186.363827 0.000000 12.963208  1 0 0 0 1 0 0 0 1  1
 -420.793585 -195.317220 0.000000 17.446928  1 0 0 0 1 0 0 0 1  1
 206.643437 -372.172990 0.000000 11.889550  1 0 0 0 1 0 0 0 1  1
 213.960019 -402.189490 0.000000 16.867754  1 0 0 0 1 0 0 0 1  1
 185.024045 -391.582731 0.000000 11.835112  1 0 0 0 1 0 0 0 1  1
 194.980449 -420.612267 0.000000 13.684846  1 0 0 0 1 0 0 0 1  1
 -425.743162 -59.699470 0.000000 16.256186  1 0 0 0 1 0 0 0 1  1
 -445.744649 -37.930221 0.000000 17.802274  1 0 0 0 1 0 0 0 1  1
 -418.054155 -24.164361 0.000000 10.811258  1 0 0 0 1 0 0 0 1  1
 412.461021 -71.619831 0.000000 19.293860  1 0 0 0 1 0 0 0 1  1
 379.613267 -68.795022 0.000000 17.757127  1 0 0 0 1 0 0 0 1  1
 -456.808330 -67.075576 0.000000 14.867916  1 0 0 0 1 0 0 0 1  1
 357.221292 -98.075170 0.000000 14.358586  1 0 0 0 1 0 0 0 1  1
 229.805611 -351.699162 0.000000 14.467837  1 0 0 0 1 0 0 0 1  1
 202.614518 -340.510325 0.000000 13.063495  1 0 0 0 1 0 0 0 1  1
