cell_line,exposure_label_raw,exposure_seconds,exposure_minutes,exposure_label,time_h,n1,n2,n3,n4,mean_sheet,sd_sheet,mean_recomputed,sd_recomputed,mean_used,sd_used,mean_t0_normalized,sd_t0_normalized
EGI1,"0""",0,0.0,Control,0,0.121175,0.1879,0.2568,0.1382999999999999,0.17604375,0.055610233643975,0.17604375,0.0608202624370913,0.17604375,0.0608202624370913,1.0,0.3454837927338595
EGI1,"0""",0,0.0,Control,24,0.2248,0.4232499999999999,0.53705,0.21215,0.3493125,0.1406320526009272,0.3493125,0.1581444876002111,0.3493125,0.1581444876002111,1.984236872936415,0.898324919800965
EGI1,"0""",0,0.0,Control,48,0.5373,0.86705,1.21625,0.54195,0.7906374999999999,0.2857567220884756,0.7906375,0.3230119873291598,0.7906375,0.3230119873291598,4.491142116661341,1.8348392790380792
EGI1,"0""",0,0.0,Control,72,1.276600005,1.53879999875,2.15577499625,1.4275,1.6822083325,0.4417447045115397,1.59966875,0.3859942376380927,1.59966875,0.3859942376380927,9.08676820392658,2.1926040409732965
