cell_line,exposure_label_raw,exposure_seconds,exposure_minutes,exposure_label,time_h,n1,n2,n3,n4,mean_sheet,sd_sheet,mean_recomputed,sd_recomputed,mean_used,sd_used,mean_t0_normalized,sd_t0_normalized,mean_abs_diff,sd_abs_diff
PANC1,"30""",30,0.5,Treat:30s,72,1.26755,1.0409000000000002,1.1700499999999998,0.9117875,1.0179499999999997,0.317887018512021,1.097571875,0.1547828338804484,1.097571875,0.1547828338804484,5.89874374391186,0.8318582990451023,0.0796218750000004,0.1631041846315726
PANC1,1',60,1.0,Treat:1min,0,0.1191499999999999,0.1161,0.232475,0.27655,0.2088833333333333,0.0835812786748775,0.18606875,0.0810640522853173,0.18606875,0.0810640522853173,1.0,0.4356672051879607,0.022814583333333305,0.002517226389560201
PANC1,1',60,1.0,Treat:1min,24,0.2156,0.3264,0.35585,0.2283,0.27089,0.0821668282621804,0.2815375,0.0700404094672021,0.2815375,0.0700404094672021,1.513083201773538,0.3764222066693203,0.010647499999999976,0.012126418794978305
PANC1,1',60,1.0,Treat:1min,48,0.42805,0.5912999999999999,0.5086999999999999,0.305375,0.42776,0.1395936181285601,0.4583562499999999,0.1218335824923352,0.4583562499999999,0.1218335824923352,2.463370394007591,0.6547772395543865,0.030596249999999936,0.017760035636224913
PANC1,1',60,1.0,Treat:1min,72,1.0024000000000002,0.8663000000000001,0.97695,0.7408375,0.8298571428571428,0.2546201475933112,0.8966218750000001,0.1194847368107289,0.8966218750000001,0.1194847368107289,4.818766584931645,0.6421537029228658,0.06676473214285727,0.1351354107825823
PANC1,2',120,2.0,Treat:2min,0,0.1191499999999999,0.1161,0.232475,0.27655,0.2088833333333333,0.0835812786748775,0.18606875,0.0810640522853173,0.18606875,0.0810640522853173,1.0,0.4356672051879607,0.022814583333333305,0.002517226389560201
PANC1,2',120,2.0,Treat:2min,24,0.1861499999999999,0.3235,0.3320499999999999,0.225875,0.25869,0.0817402586788718,0.26689375,0.0722304078828069,0.26689375,0.0722304078828069,1.4343824527224478,0.3881920412901521,0.00820375000000001,0.009509850796064909
PANC1,2',120,2.0,Treat:2min,48,0.3419,0.5631999999999999,0.44825,0.2619249999999999,0.37544,0.1343188594353003,0.40381875,0.1308234009632196,0.40381875,0.1308234009632196,2.1702663665983675,0.7030917387429089,0.028378750000000008,0.0034954584720807147
PANC1,2',120,2.0,Treat:2min,72,0.7999499999999999,0.70305,0.8068500000000001,0.5911249999999999,0.6677642857142857,0.194265653194251,0.72524375,0.1011945411385911,0.72524375,0.1011945411385911,3.897719256995062,0.5438556508741588,0.057479464285714266,0.09307111205565989
PANC1,3',180,3.0,Treat:3min,0,0.1191499999999999,0.1161,0.232475,0.27655,0.2088833333333333,0.0835812786748775,0.18606875,0.0810640522853173,0.18606875,0.0810640522853173,1.0,0.4356672051879607,0.022814583333333305,0.002517226389560201
PANC1,3',180,3.0,Treat:3min,24,0.17215,0.2898,0.2986999999999999,0.1961999999999999,0.23061,0.0728010141870747,0.2392125,0.0644083635226564,0.2392125,0.0644083635226564,1.2856135165093547,0.3461535777644363,0.008602499999999985,0.0083926506644183
PANC1,3',180,3.0,Treat:3min,48,0.30365,0.5062,0.4012,0.2411,0.33865,0.1234766127203402,0.3630375,0.1159705521170496,0.3630375,0.1159705521170496,1.9510933458735007,0.6232672177195239,0.024387500000000006,0.007506060603290607
PANC1,3',180,3.0,Treat:3min,72,0.7261,0.5798,0.48915,0.4527,0.5151214285714285,0.162011562638509,0.5619375,0.1217911420903288,0.5619375,0.1217911420903288,3.0200530717812635,0.6545491496574724,0.04681607142857147,0.04022042054818019
PANC1,4',240,4.0,Treat:4min,0,0.1191499999999999,0.1161,0.232475,0.27655,0.2088833333333333,0.0835812786748775,0.18606875,0.0810640522853173,0.18606875,0.0810640522853173,1.0,0.4356672051879607,0.022814583333333305,0.002517226389560201
PANC1,4',240,4.0,Treat:4min,24,0.1165499999999999,0.2149,0.2427,0.192825,0.1919599999999999,0.0674329658912382,0.19174375,0.0541233790172971,0.19174375,0.0541233790172971,1.0304994793591078,0.2908783931600397,0.0002162499999999179,0.013309586873941105
PANC1,4',240,4.0,Treat:4min,48,0.20115,0.3875,0.2264499999999999,0.18545,0.2372,0.0872685892327052,0.2501375,0.093119639666757,0.2501375,0.093119639666757,1.3443283732491351,0.5004582428094831,0.012937500000000018,0.005851050434051805
PANC1,4',240,4.0,Treat:4min,72,0.52525,0.2088499999999999,0.1332499999999999,0.283675,0.2860071428571428,0.1588848613802591,0.28775625,0.1698217844965225,0.28775625,0.1698217844965225,1.546504988075644,0.91268299752926,0.001749107142857198,0.010936923116263403
PANC1,5',300,5.0,Treat:5min,0,0.1191499999999999,0.1161,0.232475,0.27655,0.2088833333333333,0.0835812786748775,0.18606875,0.0810640522853173,0.18606875,0.0810640522853173,1.0,0.4356672051879607,0.022814583333333305,0.002517226389560201
PANC1,5',300,5.0,Treat:5min,24,0.1133,0.15575,0.2329,0.1367249999999999,0.15508,0.0509531549562928,0.15966875,0.0518158573500107,0.15966875,0.0518158573500107,0.8581169594571898,0.2784769465587896,0.0045887500000000025,0.0008627023937178985
PANC1,5',300,5.0,Treat:5min,48,0.109,0.23145,0.10235,0.116175,0.1350299999999999,0.0746091154692985,0.13974375,0.0613975921589492,0.13974375,0.0613975921589492,0.7510328843505425,0.329972615815118,0.0047137500000001,0.013211523310349305
PANC1,5',300,5.0,Treat:5min,72,0.1966,0.13065,0.06645,0.1334624999999999,0.1325071428571428,0.0629415780922853,0.131790625,0.0531468047163938,0.131790625,0.0531468047163938,0.7082899465923214,0.2856299336476104,0.000716517857142801,0.009794773375891505
