current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
9.6,0,373,0,373,0,69,304,0,0,0,0
9.7,0,374,0,374,0,73,300,0,1,0,0
9.8,0,375,0,375,0,71,303,0,1,0,0
9.9,0,375,0,375,0,78,297,0,0,0,0
10,0,376,0,376,0,78,297,0,1,0,0
10.1,0,376,0,376,0,86,290,0,0,0,0
10.2,0,376,0,376,0,74,302,0,0,0,0
10.3,0,377,0,377,0,83,293,0,1,0,0
10.4,0,377,0,377,0,76,301,0,0,0,0
10.5,0,377,0,377,0,76,301,0,0,0,0
10.6,0,377,0,377,0,83,294,0,0,0,0
10.7,0,377,0,377,0,82,295,0,0,0,0
10.8,0,378,0,378,0,62,315,0,1,0,0
10.9,0,378,0,378,0,73,305,0,0,0,0
11,0,378,0,378,0,76,302,0,0,0,0
11.1,0,381,0,381,0,81,297,0,3,0,0
11.2,0,381,0,381,0,69,312,0,0,0,0
11.3,0,381,0,381,0,78,303,0,0,0,0
11.4,0,381,0,381,0,81,300,0,0,0,0
11.5,0,382,0,382,0,65,316,0,1,0,0
11.6,0,384,0,384,0,74,308,0,2,0,0
11.7,0,386,0,386,0,60,324,0,2,0,0
11.8,0,388,0,388,0,85,301,0,2,0,0
11.9,0,389,0,389,0,88,300,0,1,0,0
12,0,389,0,389,0,72,317,0,0,0,0
12.1,0,390,0,390,0,72,317,0,1,0,0
12.2,0,390,0,390,0,67,323,0,0,0,0
12.3,0,391,0,391,0,83,307,0,1,0,0
12.4,0,391,0,391,0,83,308,0,0,0,0
12.5,0,392,0,392,0,97,294,0,1,0,0
12.6,0,392,0,392,0,71,321,0,0,0,0
12.7,0,392,0,392,0,70,322,0,0,0,0
12.8,0,392,0,392,0,78,314,0,0,0,0
12.9,0,393,0,393,0,85,307,0,1,0,0
13,0,396,0,396,0,92,301,0,3,0,0
13.1,0,396,0,396,0,82,314,0,0,0,0
13.2,0,396,0,396,0,82,314,0,0,0,0
13.3,0,398,0,398,0,97,299,0,2,0,0
13.4,0,400,0,400,0,76,322,0,2,0,0
13.5,0,400,0,400,0,77,323,0,0,0,0
13.6,0,400,0,400,0,100,300,0,0,0,0
13.7,0,401,0,401,0,78,322,0,1,0,0
13.8,0,403,0,403,0,68,333,0,2,0,0
13.9,0,405,0,405,0,80,323,0,2,0,0
14,0,405,0,405,0,83,322,0,0,0,0
14.1,0,405,0,405,0,78,327,0,0,0,0
14.2,0,405,0,405,0,89,316,0,0,0,0
14.3,0,406,0,406,0,85,320,0,1,0,0
14.4,0,407,0,407,0,84,322,0,1,0,0
14.5,0,407,0,407,0,90,317,0,0,0,0
14.6,0,407,0,407,0,74,333,0,0,0,0
14.7,0,407,0,407,0,76,331,0,0,0,0
14.8,0,407,0,407,0,75,332,0,0,0,0
14.9,0,408,0,408,0,94,313,0,1,0,0
15,0,408,0,408,0,81,327,0,0,0,0
15.1,0,408,0,408,0,86,322,0,0,0,0
15.2,0,408,0,408,0,93,315,0,0,0,0
15.3,0,408,0,408,0,81,327,0,0,0,0
15.4,0,410,0,410,0,84,324,0,2,0,0
15.5,0,410,0,410,0,94,316,0,0,0,0
15.6,0,411,0,411,0,80,330,0,1,0,0
15.7,0,411,0,411,0,79,332,0,0,0,0
15.8,0,411,0,411,0,83,328,0,0,0,0
15.9,0,411,0,411,0,68,343,0,0,0,0
16,0,412,0,412,0,87,324,0,1,0,0
16.1,0,412,0,412,0,85,327,0,0,0,0
16.2,0,413,0,413,0,77,335,0,1,0,0
16.3,0,413,0,413,0,87,326,0,0,0,0
16.4,0,413,0,413,0,85,328,0,0,0,0
16.5,0,414,0,414,0,80,333,0,1,0,0
16.6,0,414,0,414,0,86,328,0,0,0,0
16.7,0,415,0,415,0,83,331,0,1,0,0
16.8,0,418,0,418,0,80,335,0,3,0,0
16.9,0,418,0,418,0,84,334,0,0,0,0
17,0,418,0,418,0,97,321,0,0,0,0
17.1,0,419,0,419,0,93,325,0,1,0,0
17.2,0,420,0,420,0,86,333,0,1,0,0
17.3,0,420,0,420,0,85,335,0,0,0,0
17.4,0,420,0,420,0,88,332,0,0,0,0
17.5,0,421,0,421,0,86,334,0,1,0,0
17.6,0,421,0,421,0,91,330,0,0,0,0
17.7,0,421,0,421,0,86,335,0,0,0,0
17.8,0,422,0,422,0,83,338,0,1,0,0
17.9,0,423,0,423,0,93,329,0,1,0,0
18,0,424,0,424,0,79,344,0,1,0,0
18.1,0,426,0,426,0,84,340,0,2,0,0
18.2,0,426,0,426,0,75,351,0,0,0,0
18.3,0,426,0,426,0,81,345,0,0,0,0
18.4,0,427,0,427,0,89,337,0,1,0,0
18.5,0,428,0,428,0,96,331,0,1,0,0
18.6,0,428,0,428,0,78,350,0,0,0,0
18.7,0,431,0,431,0,73,355,0,3,0,0
18.8,0,434,0,434,0,90,341,0,3,0,0
18.9,0,434,0,434,0,94,340,0,0,0,0
19,0,435,0,435,0,80,354,0,1,0,0
19.1,0,438,0,438,0,93,342,0,3,0,0
19.2,0,440,0,440,0,76,362,0,2,0,0
19.3,0,440,0,440,0,99,341,0,0,0,0
19.4,0,442,0,442,0,96,344,0,2,0,0
19.5,0,444,0,444,0,81,361,0,2,0,0
19.6,0,445,0,445,0,90,354,0,1,0,0
19.7,0,446,0,446,0,91,354,0,1,0,0
19.8,0,447,0,447,0,97,349,0,1,0,0
19.9,0,447,0,447,0,87,360,0,0,0,0
20,0,448,0,448,0,84,363,0,1,0,0
20.1,0,450,0,450,0,97,351,0,2,0,0
20.2,0,451,0,451,0,80,370,0,1,0,0
20.3,0,454,0,454,0,81,370,0,3,0,0
20.4,0,454,0,454,0,81,373,0,0,0,0
20.5,0,458,0,458,0,106,348,0,4,0,0
20.6,0,459,0,459,0,95,363,0,1,0,0
20.7,0,459,0,459,0,91,368,0,0,0,0
20.8,0,459,0,459,0,101,358,0,0,0,0
20.9,0,461,0,461,0,94,365,0,2,0,0
21,0,462,0,462,0,102,359,0,1,0,0
21.1,0,462,0,462,0,93,369,0,0,0,0
21.2,0,465,0,465,0,95,367,0,3,0,0
21.3,0,468,0,468,0,94,371,0,3,0,0
21.4,0,470,0,470,0,97,371,0,2,0,0
21.5,0,471,0,471,0,115,355,0,1,0,0
21.6,0,472,0,472,0,103,368,0,1,0,0
21.7,0,474,0,474,0,95,377,0,2,0,0
21.8,0,477,0,477,0,110,364,0,3,0,0
21.9,0,477,0,477,0,99,378,0,0,0,0
22,0,478,0,478,0,79,398,0,1,0,0
22.1,0,478,0,478,0,84,394,0,0,0,0
22.2,0,478,0,478,0,113,365,0,0,0,0
22.3,0,479,0,479,0,103,375,0,1,0,0
22.4,0,481,0,481,0,87,392,0,2,0,0
22.5,0,482,0,482,0,108,373,0,1,0,0
22.6,0,483,0,483,0,88,394,0,1,0,0
22.7,0,486,0,486,0,116,367,0,3,0,0
22.8,0,489,0,489,0,85,401,0,3,0,0
22.9,0,489,0,489,0,108,381,0,0,0,0
23,0,491,0,491,0,104,385,0,2,0,0
23.1,0,492,0,492,0,86,405,0,1,0,0
23.2,0,495,0,495,0,99,393,0,3,0,0
23.3,0,499,0,499,0,99,396,0,4,0,0
23.4,0,501,0,501,0,92,407,0,2,0,0
23.5,0,503,0,503,0,101,400,0,2,0,0
23.6,0,504,0,504,0,92,411,0,1,0,0
23.7,0,505,0,505,0,98,406,0,1,0,0
23.8,0,507,0,507,0,87,418,0,2,0,0
23.9,0,509,0,509,0,102,405,0,2,0,0
24,0,510,0,510,0,102,407,0,1,0,0
24.1,0,512,0,512,0,104,406,0,2,0,0
24.2,0,513,0,513,0,95,417,0,1,0,0
24.3,0,516,0,516,0,99,414,0,3,0,0
24.4,0,518,0,518,0,86,430,0,2,0,0
24.5,0,520,0,520,0,92,426,0,2,0,0
24.6,0,523,0,523,0,106,414,0,3,0,0
24.7,0,525,0,525,0,117,406,0,2,0,0
24.8,0,525,0,525,0,95,430,0,0,0,0
24.9,0,525,0,525,0,96,429,0,0,0,0
25,0,527,0,527,0,101,424,0,2,0,0
25.1,0,527,0,527,0,97,430,0,0,0,0
25.2,0,531,0,531,0,112,415,0,4,0,0
25.3,0,531,0,531,0,109,422,0,0,0,0
25.4,0,533,0,533,0,106,425,0,2,0,0
25.5,0,535,0,535,0,98,435,0,2,0,0
25.6,0,537,0,537,0,94,441,0,2,0,0
25.7,0,538,0,538,0,116,421,0,1,0,0
25.8,0,540,0,540,0,120,418,0,2,0,0
25.9,0,541,0,541,0,97,443,0,1,0,0
26,0,545,0,545,0,112,429,0,4,0,0
26.1,0,546,0,546,0,120,425,0,1,0,0
26.2,0,552,0,552,0,115,431,0,6,0,0
26.3,0,556,0,556,0,108,444,0,4,0,0
26.4,0,559,0,559,0,108,448,0,3,0,0
26.5,0,562,0,562,0,118,441,0,3,0,0
26.6,0,566,0,566,0,108,454,0,4,0,0
26.7,0,568,0,568,0,121,445,0,2,0,0
26.8,0,572,0,572,0,114,454,0,4,0,0
26.9,0,574,0,574,0,104,468,0,2,0,0
27,0,575,0,575,0,107,467,0,1,0,0
27.1,0,575,0,575,0,129,446,0,0,0,0
27.2,0,577,0,577,0,129,446,0,2,0,0
27.3,0,579,0,579,0,118,459,0,2,0,0
27.4,0,581,0,581,0,123,456,0,2,0,0
27.5,0,583,0,583,0,114,467,0,2,0,0
27.6,0,583,0,583,0,117,466,0,0,0,0
27.7,0,587,0,587,0,120,463,0,4,0,0
27.8,0,590,0,590,0,113,474,0,3,0,0
27.9,0,592,0,592,0,102,488,0,2,0,0
28,0,594,0,594,0,122,470,0,2,0,0
28.1,0,595,0,595,0,118,476,0,1,0,0
28.2,0,597,0,597,0,115,480,0,2,0,0
28.3,0,598,0,598,0,121,476,0,1,0,0
28.4,0,600,0,600,0,136,462,0,2,0,0
28.5,0,600,0,600,0,127,473,0,0,0,0
28.6,0,604,0,604,0,134,466,0,4,0,0
28.7,0,607,0,607,0,133,471,0,3,0,0
28.8,0,612,0,612,0,126,481,0,5,0,0
28.9,0,614,0,614,0,114,498,0,2,0,0
29,0,617,0,617,0,134,480,0,3,0,0
29.1,0,617,0,617,0,109,508,0,0,0,0
29.2,0,619,0,619,0,137,480,0,2,0,0
29.3,0,623,0,623,0,135,484,0,4,0,0
29.4,0,626,0,626,0,110,513,0,3,0,0
29.5,0,626,0,626,0,115,511,0,0,0,0
29.6,0,628,0,628,0,128,498,0,2,0,0
29.7,0,630,0,630,0,135,493,0,2,0,0
29.8,0,633,0,633,0,98,532,0,3,0,0
29.9,0,635,0,635,0,129,504,0,2,0,0
30,0,638,0,638,0,139,496,0,3,0,0
30.1,0,639,0,639,0,118,520,0,1,0,0
30.2,0,641,0,641,0,130,509,0,2,0,0
30.3,0,644,0,644,0,141,500,0,3,0,0
30.4,0,649,0,649,0,134,510,0,5,0,0
30.5,0,650,0,650,0,136,513,0,1,0,0
30.6,0,653,0,653,0,128,522,0,3,0,0
30.7,0,657,0,657,0,142,511,0,4,0,0
30.8,0,659,0,659,0,132,525,0,2,0,0
30.9,0,663,0,663,0,129,530,0,4,0,0
31,0,667,0,667,0,129,534,0,4,0,0
31.1,0,667,0,667,0,128,539,0,0,0,0
31.2,0,668,0,668,0,123,544,0,1,0,0
31.3,0,671,0,671,0,130,538,0,3,0,0
31.4,0,673,0,673,0,134,537,0,2,0,0
31.5,0,674,0,674,0,142,531,0,1,0,0
31.6,0,675,0,675,0,120,554,0,1,0,0
31.7,0,678,0,678,0,155,520,0,3,0,0
31.8,0,679,0,679,0,124,554,0,1,0,0
31.9,0,682,0,682,0,163,516,0,3,0,0
32,0,684,0,684,0,125,557,0,2,0,0
32.1,0,685,0,685,0,147,537,0,1,0,0
32.2,0,686,0,686,0,127,558,0,1,0,0
32.3,0,688,0,688,0,133,553,0,2,0,0
32.4,0,689,0,689,0,119,569,0,1,0,0
32.5,0,690,0,690,0,139,550,0,1,0,0
32.6,0,691,0,691,0,142,548,0,1,0,0
32.7,0,693,0,693,0,139,552,0,2,0,0
32.8,0,695,0,695,0,122,571,0,2,0,0
32.9,0,696,0,696,0,156,539,0,1,0,0
33,0,697,0,697,0,146,550,0,1,0,0
33.1,0,698,0,698,0,143,554,0,1,0,0
33.2,0,701,0,701,0,148,550,0,3,0,0
33.3,0,702,0,702,0,140,561,0,1,0,0
33.4,0,704,0,704,0,153,549,0,2,0,0
33.5,0,706,0,706,0,137,567,0,2,0,0
33.6,0,706,0,706,0,142,564,0,0,0,0
33.7,0,710,0,710,0,130,576,0,4,0,0
33.8,0,712,0,712,0,125,585,0,2,0,0
33.9,0,715,0,715,0,142,570,0,3,0,0
34,0,716,0,716,0,126,589,0,1,0,0
34.1,0,719,0,719,0,144,572,0,3,0,0
34.2,0,722,0,722,0,148,571,0,3,0,0
34.3,0,723,0,723,0,133,589,0,1,0,0
34.4,0,725,0,725,0,144,579,0,2,0,0
34.5,0,727,0,727,0,169,556,0,2,0,0
34.6,0,728,0,728,0,149,578,0,1,0,0
34.7,0,734,0,734,0,150,578,0,6,0,0
34.8,0,739,0,739,0,139,595,0,5,0,0
34.9,0,740,0,740,0,144,595,0,1,0,0
35,0,740,0,740,0,139,601,0,0,0,0
35.1,0,743,0,743,0,138,602,0,3,0,0
35.2,0,746,0,746,0,150,593,0,3,0,0
35.3,0,747,0,747,0,125,621,0,1,0,0
35.4,0,748,0,748,0,149,598,0,1,0,0
35.5,0,749,0,749,0,156,592,0,1,0,0
35.6,0,752,0,752,0,149,600,0,3,0,0
35.7,0,752,0,752,0,132,620,0,0,0,0
35.8,0,752,0,752,0,131,621,0,0,0,0
35.9,0,754,0,754,0,146,606,0,2,0,0
36,0,756,0,756,0,151,603,0,2,0,0
36.1,0,758,0,758,0,160,596,0,2,0,0
36.2,0,759,0,759,0,150,608,0,1,0,0
36.3,0,759,0,759,0,144,615,0,0,0,0
36.4,0,760,0,760,0,169,590,0,1,0,0
36.5,0,760,0,760,0,171,589,0,0,0,0
36.6,0,764,0,764,0,174,586,0,4,0,0
36.7,0,767,0,767,0,152,612,0,3,0,0
36.8,0,771,0,771,0,148,619,0,4,0,0
36.9,0,774,0,774,0,179,592,0,3,0,0
37,0,777,0,777,0,145,629,0,3,0,0
37.1,0,778,0,778,0,166,611,0,1,0,0
37.2,0,779,0,779,0,168,610,0,1,0,0
37.3,0,783,0,783,0,159,620,0,4,0,0
37.4,0,786,0,786,0,174,609,0,3,0,0
37.5,0,790,0,790,0,171,615,0,4,0,0
37.6,0,793,0,793,0,177,613,0,3,0,0
37.7,0,794,0,794,0,152,641,0,1,0,0
37.8,0,794,0,794,0,154,640,0,0,0,0
37.9,0,794,0,794,0,151,643,0,0,0,0
38,0,796,0,796,0,166,628,0,2,0,0
38.1,0,798,0,798,0,147,649,0,2,0,0
38.2,0,799,0,799,0,168,630,0,1,0,0
38.3,0,804,0,804,0,176,623,0,5,0,0
38.4,0,805,0,805,0,156,648,0,1,0,0
38.5,0,808,0,808,0,165,640,0,3,0,0
38.6,0,810,0,810,0,164,644,0,2,0,0
38.7,0,812,0,812,0,140,670,0,2,0,0
38.8,0,816,0,816,0,189,623,0,4,0,0
38.9,0,818,0,818,0,155,661,0,2,0,0
39,0,820,0,820,0,175,643,0,2,0,0
39.1,0,823,0,823,0,166,654,0,3,0,0
39.2,0,824,0,824,0,160,663,0,1,0,0
39.3,0,826,0,826,0,173,651,0,2,0,0
39.4,0,828,0,828,0,170,656,0,2,0,0
39.5,0,828,0,828,0,192,636,0,0,0,0
39.6,0,829,0,829,0,158,670,0,1,0,0
39.7,0,831,0,831,0,179,650,0,2,0,0
39.8,0,835,0,835,0,163,668,0,4,0,0
39.9,0,838,0,838,0,160,675,0,3,0,0
40,0,840,0,840,0,174,664,0,2,0,0
40.1,0,842,0,842,0,174,666,0,2,0,0
40.2,0,844,0,844,0,168,674,0,2,0,0
40.3,0,849,0,849,0,180,664,0,5,0,0
40.4,0,850,0,850,0,183,666,0,1,0,0
40.5,0,856,0,856,0,164,686,0,6,0,0
40.6,0,861,0,861,0,167,689,0,5,0,0
40.7,0,864,0,864,0,168,693,0,3,0,0
40.8,0,866,0,866,0,160,704,0,2,0,0
40.9,0,868,0,868,0,174,692,0,2,0,0
41,0,869,0,869,0,170,698,0,1,0,0
41.1,0,873,0,873,0,190,679,0,4,0,0
41.2,0,876,0,876,0,179,694,0,3,0,0
41.3,0,879,0,879,0,186,690,0,3,0,0
41.4,0,880,0,880,0,177,702,0,1,0,0
41.5,0,885,0,885,0,176,704,0,5,0,0
41.6,0,888,0,888,0,166,719,0,3,0,0
41.7,0,889,0,889,0,176,712,0,1,0,0
41.8,0,892,0,892,0,173,716,0,3,0,0
41.9,0,894,0,894,0,183,709,0,2,0,0
42,0,895,0,895,0,185,709,0,1,0,0
42.1,0,897,0,897,0,174,721,0,2,0,0
42.2,0,903,0,903,0,165,732,0,6,0,0
42.3,0,905,0,905,0,152,751,0,2,0,0
42.4,0,908,0,908,0,178,727,0,3,0,0
42.5,0,912,0,912,0,178,730,0,4,0,0
42.6,0,918,0,918,0,183,729,0,6,0,0
42.7,0,919,0,919,0,187,731,0,1,0,0
42.8,0,920,0,920,0,182,737,0,1,0,0
42.9,0,924,0,924,0,187,733,0,4,0,0
43,0,927,0,927,0,187,737,0,3,0,0
43.1,0,931,0,931,0,171,756,0,4,0,0
43.2,0,935,0,935,0,209,722,0,4,0,0
43.3,0,939,0,939,0,175,760,0,4,0,0
43.4,0,943,0,943,0,193,746,0,4,0,0
43.5,0,948,0,948,0,178,765,0,5,0,0
43.6,0,951,0,951,0,183,765,0,3,0,0
43.7,0,955,0,955,0,196,755,0,4,0,0
43.8,0,960,0,960,0,196,759,0,5,0,0
43.9,0,962,0,962,0,170,790,0,2,0,0
44,0,966,0,966,0,207,755,0,4,0,0
44.1,0,971,0,971,0,202,764,0,5,0,0
44.2,0,975,0,975,0,190,781,0,4,0,0
44.3,0,977,0,977,0,190,785,0,2,0,0
44.4,0,980,0,980,0,189,788,0,3,0,0
44.5,0,983,0,983,0,168,812,0,3,0,0
44.6,0,986,0,986,0,198,785,0,3,0,0
44.7,0,987,0,987,0,189,797,0,1,0,0
44.8,0,995,0,995,0,183,804,0,8,0,0
44.9,0,997,0,997,0,183,812,0,2,0,0
45,0,999,0,999,0,178,819,0,2,0,0
45.1,0,1002,0,1002,0,222,777,0,3,0,0
45.2,0,1008,0,1008,0,207,795,0,6,0,0
45.3,0,1011,0,1011,0,230,778,0,3,0,0
45.4,0,1014,0,1014,0,213,798,0,3,0,0
45.5,0,1017,0,1017,0,200,814,0,3,0,0
45.6,0,1020,0,1020,0,189,828,0,3,0,0
45.7,0,1023,0,1023,0,188,832,0,3,0,0
45.8,0,1024,0,1024,0,205,818,0,1,0,0
45.9,0,1027,0,1027,0,203,821,0,3,0,0
46,0,1031,0,1031,0,213,814,0,4,0,0
46.1,0,1034,0,1034,0,191,840,0,3,0,0
46.2,0,1036,0,1036,0,203,831,0,2,0,0
46.3,0,1040,0,1040,0,201,835,0,4,0,0
46.4,0,1046,0,1046,0,206,834,0,6,0,0
46.5,0,1048,0,1048,0,225,821,0,2,0,0
46.6,0,1052,0,1052,0,207,841,0,4,0,0
46.7,0,1056,0,1056,0,191,861,0,4,0,0
46.8,0,1060,0,1060,0,213,843,0,4,0,0
46.9,0,1066,0,1066,0,213,847,0,6,0,0
47,0,1069,0,1069,0,215,851,0,3,0,0
47.1,0,1074,0,1074,0,204,865,0,5,0,0
47.2,0,1080,0,1080,0,203,871,0,6,0,0
47.3,0,1086,0,1086,0,210,870,0,6,0,0
47.4,0,1093,0,1093,0,215,871,0,7,0,0
47.5,0,1097,0,1097,0,234,859,0,4,0,0
47.6,0,1101,0,1101,0,220,877,0,4,0,0
47.7,0,1103,0,1103,0,227,874,0,2,0,0
47.8,0,1103,0,1103,0,212,891,0,0,0,0
47.9,0,1105,0,1105,0,210,893,0,2,0,0
48,0,1107,0,1107,0,221,884,0,2,0,0
48.1,0,1111,0,1111,0,227,880,0,4,0,0
48.2,0,1114,0,1114,0,189,922,0,3,0,0
48.3,0,1116,0,1116,0,269,845,0,2,0,0
48.4,0,1119,0,1119,0,220,896,0,3,0,0
48.5,0,1122,0,1122,0,228,891,0,3,0,0
48.6,0,1126,0,1126,0,212,910,0,4,0,0
48.7,0,1132,0,1132,0,205,921,0,6,0,0
48.8,0,1137,0,1137,0,216,916,0,5,0,0
48.9,0,1140,0,1140,0,239,898,0,3,0,0
49,0,1142,0,1142,0,220,920,0,2,0,0
49.1,0,1149,0,1149,0,215,927,0,7,0,0
49.2,0,1152,0,1152,0,196,953,0,3,0,0
49.3,0,1153,0,1153,0,240,912,0,1,0,0
49.4,0,1154,0,1154,0,223,930,0,1,0,0
49.5,0,1159,0,1159,0,222,932,0,5,0,0
49.6,0,1163,0,1163,0,225,934,0,4,0,0
49.7,0,1165,0,1165,0,212,951,0,2,0,0
49.8,0,1172,0,1172,0,248,917,0,7,0,0
49.9,0,1175,0,1175,0,229,943,0,3,0,0
50,0,1176,0,1176,0,226,949,0,1,0,0
50.1,0,1183,0,1183,0,225,951,0,7,0,0
50.2,0,1185,0,1185,0,209,974,0,2,0,0
50.3,0,1191,0,1191,0,221,964,0,6,0,0
50.4,0,1197,0,1197,0,222,969,0,6,0,0
50.5,0,1202,0,1202,0,221,976,0,5,0,0
50.6,0,1208,0,1208,0,235,967,0,6,0,0
50.7,0,1213,0,1213,0,231,977,0,5,0,0
50.8,0,1215,0,1215,0,259,954,0,2,0,0
50.9,0,1219,0,1219,0,223,992,0,4,0,0
51,0,1224,0,1224,0,254,965,0,5,0,0
51.1,0,1228,0,1228,0,236,988,0,4,0,0
51.2,0,1229,0,1229,0,259,969,0,1,0,0
51.3,0,1236,0,1236,0,259,970,0,7,0,0
51.4,0,1239,0,1239,0,229,1007,0,3,0,0
51.5,0,1241,0,1241,0,239,1000,0,2,0,0
51.6,0,1243,0,1243,0,247,994,0,2,0,0
51.7,0,1246,0,1246,0,247,996,0,3,0,0
51.8,0,1251,0,1251,0,257,989,0,5,0,0
51.9,0,1257,0,1257,0,231,1020,0,6,0,0
52,0,1261,0,1261,0,245,1012,0,4,0,0
52.1,0,1268,0,1268,0,255,1006,0,7,0,0
52.2,0,1275,0,1275,0,238,1030,0,7,0,0
52.3,0,1276,0,1276,0,245,1030,0,1,0,0
52.4,0,1280,0,1280,0,254,1022,0,4,0,0
52.5,0,1282,0,1282,0,255,1025,0,2,0,0
