current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,300,0,300,0,300,0,0,0,0,0
0.1,0,300,0,300,0,63,237,0,0,0,0
0.2,0,300,0,300,0,60,240,0,0,0,0
0.3,0,300,0,300,0,61,239,0,0,0,0
0.4,0,300,0,300,0,60,240,0,0,0,0
0.5,0,300,0,300,0,58,242,0,0,0,0
0.6,0,300,0,300,0,57,243,0,0,0,0
0.7,0,300,0,300,0,62,238,0,0,0,0
0.8,0,300,0,300,0,62,238,0,0,0,0
0.9,0,300,0,300,0,62,238,0,0,0,0
1,0,300,0,300,0,69,231,0,0,0,0
1.1,0,300,0,300,0,53,247,0,0,0,0
1.2,0,300,0,300,0,63,237,0,0,0,0
1.3,0,300,0,300,0,61,239,0,0,0,0
1.4,0,300,0,300,0,56,244,0,0,0,0
1.5,0,300,0,300,0,57,243,0,0,0,0
1.6,0,300,0,300,0,56,244,0,0,0,0
1.7,0,300,0,300,0,60,240,0,0,0,0
1.8,0,300,0,300,0,52,248,0,0,0,0
1.9,0,300,0,300,0,63,237,0,0,0,0
2,0,300,0,300,0,72,228,0,0,0,0
2.1,0,300,0,300,0,57,243,0,0,0,0
2.2,0,300,0,300,0,61,239,0,0,0,0
2.3,0,300,0,300,0,61,239,0,0,0,0
2.4,0,300,0,300,0,45,255,0,0,0,0
2.5,0,300,0,300,0,53,247,0,0,0,0
2.6,0,300,0,300,0,64,236,0,0,0,0
2.7,0,300,0,300,0,62,238,0,0,0,0
2.8,0,300,0,300,0,49,251,0,0,0,0
2.9,0,300,0,300,0,58,242,0,0,0,0
3,0,300,0,300,0,62,238,0,0,0,0
3.1,0,300,0,300,0,48,252,0,0,0,0
3.2,0,300,0,300,0,55,245,0,0,0,0
3.3,0,300,0,300,0,60,240,0,0,0,0
3.4,0,300,0,300,0,61,239,0,0,0,0
3.5,0,300,0,300,0,54,246,0,0,0,0
3.6,0,300,0,300,0,59,241,0,0,0,0
3.7,0,300,0,300,0,56,244,0,0,0,0
3.8,0,300,0,300,0,63,237,0,0,0,0
3.9,0,300,0,300,0,57,243,0,0,0,0
4,0,300,0,300,0,55,245,0,0,0,0
4.1,0,300,0,300,0,51,249,0,0,0,0
4.2,0,300,0,300,0,60,240,0,0,0,0
4.3,0,300,0,300,0,41,259,0,0,0,0
4.4,0,300,0,300,0,41,259,0,0,0,0
4.5,0,300,0,300,0,51,249,0,0,0,0
4.6,0,300,0,300,0,56,244,0,0,0,0
4.7,0,300,0,300,0,60,240,0,0,0,0
4.8,0,300,0,300,0,53,247,0,0,0,0
4.9,0,311,0,311,0,65,235,0,11,0,0
5,0,318,0,318,0,64,247,0,7,0,0
5.1,0,325,0,325,0,62,256,0,7,0,0
5.2,0,326,0,326,0,48,277,0,1,0,0
5.3,0,327,0,327,0,62,264,0,1,0,0
5.4,0,327,0,327,0,56,271,0,0,0,0
5.5,0,333,0,333,0,65,262,0,6,0,0
5.6,0,335,0,335,0,63,270,0,2,0,0
5.7,0,337,0,337,0,76,259,0,2,0,0
5.8,0,338,0,338,0,64,273,0,1,0,0
5.9,0,341,0,341,0,68,270,0,3,0,0
6,0,341,0,341,0,60,281,0,0,0,0
6.1,0,341,0,341,0,77,264,0,0,0,0
6.2,0,342,0,342,0,58,283,0,1,0,0
6.3,0,346,0,346,0,70,272,0,4,0,0
6.4,0,347,0,347,0,67,279,0,1,0,0
6.5,0,347,0,347,0,65,282,0,0,0,0
6.6,0,348,0,348,0,77,270,0,1,0,0
6.7,0,348,0,348,0,75,273,0,0,0,0
6.8,0,349,0,349,0,78,270,0,1,0,0
6.9,0,349,0,349,0,63,286,0,0,0,0
7,0,349,0,349,0,77,272,0,0,0,0
7.1,0,350,0,350,0,80,269,0,1,0,0
7.2,0,351,0,351,0,77,273,0,1,0,0
7.3,0,352,0,352,0,71,280,0,1,0,0
7.4,0,353,0,353,0,80,272,0,1,0,0
7.5,0,354,0,354,0,69,284,0,1,0,0
7.6,0,354,0,354,0,58,296,0,0,0,0
7.7,0,355,0,355,0,77,277,0,1,0,0
7.8,0,355,0,355,0,73,282,0,0,0,0
7.9,0,357,0,357,0,72,283,0,2,0,0
8,0,357,0,357,0,60,297,0,0,0,0
8.1,0,361,0,361,0,60,297,0,4,0,0
8.2,0,364,0,364,0,73,288,0,3,0,0
8.3,0,364,0,364,0,79,285,0,0,0,0
8.4,0,364,0,364,0,88,276,0,0,0,0
8.5,0,364,0,364,0,69,295,0,0,0,0
8.6,0,365,0,365,0,76,288,0,1,0,0
8.7,0,365,0,365,0,65,300,0,0,0,0
8.8,0,366,0,366,0,64,301,0,1,0,0
8.9,0,368,0,368,0,82,284,0,2,0,0
9,0,368,0,368,0,69,299,0,0,0,0
9.1,0,369,0,369,0,75,293,0,1,0,0
9.2,0,370,0,370,0,92,277,0,1,0,0
9.3,0,370,0,370,0,84,286,0,0,0,0
9.4,0,370,0,370,0,75,295,0,0,0,0
9.5,0,373,0,373,0,75,295,0,3,0,0
