eval,stage_eval,chi2,stage,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
93,269,23.353128152436046,optuna,0.20208730519519946,21.740580278127133,0.9508032121327868,14.199389747850738,15.49085611424267,9.140486379014883,10.506596221942528,8.08366868134388,12.334488844321672,1.847114361605845e-05,2.9693686345651367,0.025935974801165378,205.11368786396412
93,270,23.411991823408545,optuna,0.20208730519519946,21.740580278127133,0.9508032121327868,14.199389747850738,15.49085611424267,9.140486379014883,10.506596221942528,8.08366868134388,12.334488844321672,1.847114361605845e-05,2.9693686345651367,0.025935974801165378,205.11368786396412
94,271,32.835717709895015,optuna,0.041112297829710404,0.6381010076579641,0.7818199493308061,10.987441504025254,15.986956222684364,7.533805232526203,6.499499110817416,7.512468429633204,15.352160044883934,6.037025520602803e-05,1.8368747177347886,0.041893922539872064,364.50387079891624
94,272,31.67972023033435,optuna,0.041112297829710404,0.6381010076579641,0.7818199493308061,10.987441504025254,15.986956222684364,7.533805232526203,6.499499110817416,7.512468429633204,15.352160044883934,6.037025520602803e-05,1.8368747177347886,0.041893922539872064,364.50387079891624
95,273,20.326295996447158,optuna,0.9564782808024974,4.889483597879456,0.308765156608947,15.98933607334592,20.84149056679148,2.2261543399965293,2.589720406894342,1.2896709200459384,13.06955741677595,0.00025027932296192224,2.4521343376076232,0.006086576952072443,414.0835270541519
95,274,19.447139198604575,optuna,0.9564782808024974,4.889483597879456,0.308765156608947,15.98933607334592,20.84149056679148,2.2261543399965293,2.589720406894342,1.2896709200459384,13.06955741677595,0.00025027932296192224,2.4521343376076232,0.006086576952072443,414.0835270541519
95,275,19.027038712640508,optuna,0.9564782808024974,4.889483597879456,0.308765156608947,15.98933607334592,20.84149056679148,2.2261543399965293,2.589720406894342,1.2896709200459384,13.06955741677595,0.00025027932296192224,2.4521343376076232,0.006086576952072443,414.0835270541519
96,276,9.88327688927995,optuna,0.4873065310404996,24.152329379247,0.05565282797438611,15.355468531697754,17.70244056094431,11.202596817120988,9.92428519155316,1.1089118517671213,3.872337660428034,0.000158718359915051,3.7470119858728723,0.009575914857408193,111.83805305008538
96,277,8.081828902151988,optuna,0.4873065310404996,24.152329379247,0.05565282797438611,15.355468531697754,17.70244056094431,11.202596817120988,9.92428519155316,1.1089118517671213,3.872337660428034,0.000158718359915051,3.7470119858728723,0.009575914857408193,111.83805305008538
96,278,8.201816011336893,optuna,0.4873065310404996,24.152329379247,0.05565282797438611,15.355468531697754,17.70244056094431,11.202596817120988,9.92428519155316,1.1089118517671213,3.872337660428034,0.000158718359915051,3.7470119858728723,0.009575914857408193,111.83805305008538
97,279,29.98890854472505,optuna,0.9744274492629132,14.4965384197694,0.3543363422490416,10.934796943545916,22.519920644387163,4.723752317227506,8.933402166339832,2.4519108218966847,9.776811220981816,9.899745297078859e-05,2.1995694088966493,0.03035632508725275,303.0326596189604
97,280,28.642951964753394,optuna,0.9744274492629132,14.4965384197694,0.3543363422490416,10.934796943545916,22.519920644387163,4.723752317227506,8.933402166339832,2.4519108218966847,9.776811220981816,9.899745297078859e-05,2.1995694088966493,0.03035632508725275,303.0326596189604
98,281,28.659445647427027,optuna,0.7451451516635477,10.241718186257792,0.07784354102452547,12.857836426837544,19.451666807323107,14.157114977588632,8.316685186303445,3.5091803114427416,1.7790900145839195,0.00021406799561628643,3.259396865988494,0.010306516403282803,83.76552820157494
98,282,28.600590156604298,optuna,0.7451451516635477,10.241718186257792,0.07784354102452547,12.857836426837544,19.451666807323107,14.157114977588632,8.316685186303445,3.5091803114427416,1.7790900145839195,0.00021406799561628643,3.259396865988494,0.010306516403282803,83.76552820157494
99,283,126.82604034405549,optuna,0.35367793621826327,7.975515322821791,0.1305932016825266,16.955968098864016,15.972833708442474,3.145512253713724,13.069404472983603,3.333779900316806,3.111426729138741,0.0003795998710604999,3.175351169333871,0.008388444245763215,88.82869329219602
99,284,126.82604034405549,optuna,0.35367793621826327,7.975515322821791,0.1305932016825266,16.955968098864016,15.972833708442474,3.145512253713724,13.069404472983603,3.333779900316806,3.111426729138741,0.0003795998710604999,3.175351169333871,0.008388444245763215,88.82869329219602
100,285,11.94898118409139,optuna,0.6949969383278558,18.031157965002215,0.14199903967881078,18.74923412998899,18.967241904034612,10.004759355009233,10.309230410562948,1.1113438846510293,6.306658398737216,0.0001431595782618321,3.277687542995888,0.009454487688610437,147.3336481009379
100,286,11.745000875671362,optuna,0.6949969383278558,18.031157965002215,0.14199903967881078,18.74923412998899,18.967241904034612,10.004759355009233,10.309230410562948,1.1113438846510293,6.306658398737216,0.0001431595782618321,3.277687542995888,0.009454487688610437,147.3336481009379
100,287,11.383421139400461,optuna,0.6949969383278558,18.031157965002215,0.14199903967881078,18.74923412998899,18.967241904034612,10.004759355009233,10.309230410562948,1.1113438846510293,6.306658398737216,0.0001431595782618321,3.277687542995888,0.009454487688610437,147.3336481009379
101,288,6.2440861466498525,optuna,0.30549227733586404,6.937545168213263,0.10915553382178839,13.960823016816319,16.90967593651706,9.842020420422784,11.349736487373091,1.2851998752847411,5.70182111212861,7.078923636031378e-05,3.9250211270097437,0.0018548907200883497,141.95312320832718
101,289,6.317369457794901,optuna,0.30549227733586404,6.937545168213263,0.10915553382178839,13.960823016816319,16.90967593651706,9.842020420422784,11.349736487373091,1.2851998752847411,5.70182111212861,7.078923636031378e-05,3.9250211270097437,0.0018548907200883497,141.95312320832718
101,290,5.860584699370893,optuna,0.30549227733586404,6.937545168213263,0.10915553382178839,13.960823016816319,16.90967593651706,9.842020420422784,11.349736487373091,1.2851998752847411,5.70182111212861,7.078923636031378e-05,3.9250211270097437,0.0018548907200883497,141.95312320832718
102,291,23.979885627221798,optuna,0.34359255174017783,2.50225439590998,0.2010052085088887,13.368196692510772,17.45990787752922,10.543777064397597,14.66665689619244,3.9189382948627753,5.267530708669514,0.0001348419956038585,3.8520813865121957,0.0007761926298963708,125.33767770041827
102,292,23.799319346749893,optuna,0.34359255174017783,2.50225439590998,0.2010052085088887,13.368196692510772,17.45990787752922,10.543777064397597,14.66665689619244,3.9189382948627753,5.267530708669514,0.0001348419956038585,3.8520813865121957,0.0007761926298963708,125.33767770041827
102,293,23.73913058659259,optuna,0.34359255174017783,2.50225439590998,0.2010052085088887,13.368196692510772,17.45990787752922,10.543777064397597,14.66665689619244,3.9189382948627753,5.267530708669514,0.0001348419956038585,3.8520813865121957,0.0007761926298963708,125.33767770041827
103,294,2.635806473308841,optuna,0.44972367528577695,15.640159328996408,0.17974391247936197,14.12112177322421,15.472652030736006,1.933977895719762,8.996774679321335,1.7432855112846912,9.49198147901047,1.6997751426052932e-06,3.819479875104744,0.01312487530838008,148.16966822883856
103,295,2.44296640557711,optuna,0.44972367528577695,15.640159328996408,0.17974391247936197,14.12112177322421,15.472652030736006,1.933977895719762,8.996774679321335,1.7432855112846912,9.49198147901047,1.6997751426052932e-06,3.819479875104744,0.01312487530838008,148.16966822883856
103,296,2.50388955139132,optuna,0.44972367528577695,15.640159328996408,0.17974391247936197,14.12112177322421,15.472652030736006,1.933977895719762,8.996774679321335,1.7432855112846912,9.49198147901047,1.6997751426052932e-06,3.819479875104744,0.01312487530838008,148.16966822883856
104,297,6.296786796503628,optuna,0.3412714523081983,7.33605182145984,0.5598053159502306,11.464469958327603,15.818796663643964,6.629410835120316,11.56321188487596,3.0501671286535386,11.229824504348244,3.6000628488852515e-05,3.406314198748861,0.010596155376166778,527.8427018451234
104,298,6.538435333424766,optuna,0.3412714523081983,7.33605182145984,0.5598053159502306,11.464469958327603,15.818796663643964,6.629410835120316,11.56321188487596,3.0501671286535386,11.229824504348244,3.6000628488852515e-05,3.406314198748861,0.010596155376166778,527.8427018451234
104,299,7.076375675565298,optuna,0.3412714523081983,7.33605182145984,0.5598053159502306,11.464469958327603,15.818796663643964,6.629410835120316,11.56321188487596,3.0501671286535386,11.229824504348244,3.6000628488852515e-05,3.406314198748861,0.010596155376166778,527.8427018451234
105,300,14.2834898762941,optuna,0.23499510204266202,5.709518073135317,0.37398817964873166,10.235517369156486,18.002014773694853,6.06961640743874,11.537547119441294,1.7095931979356567,20.78993896647686,1.5649746926625482e-05,3.14360792601313,0.015243566026743465,820.6571050692756
105,301,14.015095869686316,optuna,0.23499510204266202,5.709518073135317,0.37398817964873166,10.235517369156486,18.002014773694853,6.06961640743874,11.537547119441294,1.7095931979356567,20.78993896647686,1.5649746926625482e-05,3.14360792601313,0.015243566026743465,820.6571050692756
105,302,14.980080577685873,optuna,0.23499510204266202,5.709518073135317,0.37398817964873166,10.235517369156486,18.002014773694853,6.06961640743874,11.537547119441294,1.7095931979356567,20.78993896647686,1.5649746926625482e-05,3.14360792601313,0.015243566026743465,820.6571050692756
106,303,9.552759071217634,optuna,0.3119251388620558,2.6206396218223333,0.7382520400188449,13.113708791073151,18.943012432147114,4.516050765430276,15.174762663997107,2.1627250225809043,8.16381073498099,4.484532563962506e-05,3.1150704996701353,0.025316632410497978,435.61561329257154
106,304,9.858735414385269,optuna,0.3119251388620558,2.6206396218223333,0.7382520400188449,13.113708791073151,18.943012432147114,4.516050765430276,15.174762663997107,2.1627250225809043,8.16381073498099,4.484532563962506e-05,3.1150704996701353,0.025316632410497978,435.61561329257154
106,305,9.975887522771082,optuna,0.3119251388620558,2.6206396218223333,0.7382520400188449,13.113708791073151,18.943012432147114,4.516050765430276,15.174762663997107,2.1627250225809043,8.16381073498099,4.484532563962506e-05,3.1150704996701353,0.025316632410497978,435.61561329257154
107,306,2.3929020718094414,optuna,0.33912181112285705,6.555441560053672,0.09603718847290099,13.699906808832706,15.06423117709739,2.2411272077614415,8.61889200308969,1.6012189275313435,12.314273944443874,7.76710969804957e-05,3.600065648422158,0.0034267189628279793,179.4140391488524
107,307,3.1011145496871713,optuna,0.33912181112285705,6.555441560053672,0.09603718847290099,13.699906808832706,15.06423117709739,2.2411272077614415,8.61889200308969,1.6012189275313435,12.314273944443874,7.76710969804957e-05,3.600065648422158,0.0034267189628279793,179.4140391488524
107,308,2.948919352143974,optuna,0.33912181112285705,6.555441560053672,0.09603718847290099,13.699906808832706,15.06423117709739,2.2411272077614415,8.61889200308969,1.6012189275313435,12.314273944443874,7.76710969804957e-05,3.600065648422158,0.0034267189628279793,179.4140391488524
108,309,11.74561891440536,optuna,0.22367505370538993,5.807817899991147,0.15434899321110254,13.247765773244524,17.642908144359296,3.485682874910989,6.214076077543046,6.1202599037301875,16.894817659443987,2.6252077242669548e-05,2.812662318194883,0.019123854469144004,85.00616868119299
108,310,10.977121323519341,optuna,0.22367505370538993,5.807817899991147,0.15434899321110254,13.247765773244524,17.642908144359296,3.485682874910989,6.214076077543046,6.1202599037301875,16.894817659443987,2.6252077242669548e-05,2.812662318194883,0.019123854469144004,85.00616868119299
