number,state,value,datetime_start,datetime_complete,normoxic_CC/can_grow/probability,normoxic_CC/can_grow/diameter_rate,normoxic_CC/can_divide/probability,normoxic_CC/can_divide/diameter_cutoff,normoxic_CC/diameter/max,normoxic_CC/phase_dwell/G1,normoxic_CC/phase_dwell/Sy,normoxic_CC/phase_dwell/G2,normoxic_CC/can_divide/time_window,normoxic_CC/can_divide/probability_increment_with_age,normoxic_CC/can_divide/influence_ratio,normoxic_CC/can_apoptose/probability,normoxic_CC/can_apoptose/time_window,attr_penalty,attr_score_curve
71,TrialState.COMPLETE,222.76747885006668,2026-06-10 15:44:05.640606,2026-06-10 15:44:56.457144,0.32299986941691516,16.41626255176291,0.9605278627659312,13.051297635499445,17.878485270080063,15.591092658799091,6.745238125052847,2.8103342204827255,17.238515196749102,0.00011809476617171257,1.0897928049409555,0.0009042916267425269,281.1581554821106,186.89833009805312,35.86914875201356
72,TrialState.COMPLETE,100.37742384012529,2026-06-10 15:44:56.464710,2026-06-10 15:46:13.525924,0.5105495530124944,5.814554087339177,0.5058859163728916,11.3959562444995,19.20794710755624,9.878161523080172,3.2637117721945392,1.2461239449482178,15.524292342872176,0.00016117601451165323,2.2212854941015125,0.004918002479255805,269.7187026714322,86.73054679093168,13.646877049193602
73,TrialState.COMPLETE,111.92430577918644,2026-06-10 15:46:13.533709,2026-06-10 15:47:25.853049,0.4821756990281391,8.96181270518709,0.29457341259575465,14.296477227339896,18.708630952401183,13.078805187637425,3.3173815909333975,2.0777430846994243,10.339943948490829,0.00037316853935460796,2.091918780380283,0.00021468273125854837,267.68884185464884,96.45188151596454,15.4724242632219
74,TrialState.COMPLETE,72.57034165847399,2026-06-10 15:47:25.860522,2026-06-10 15:48:45.845850,0.5296683960806411,23.081156214954497,0.8428117497494698,10.908563878882623,16.938881183218335,13.379553788641497,2.051153179464491,3.2836941876118937,9.036806820848692,0.0003885918538783483,1.897861482674206,0.020062417766246444,80.07936646139392,61.92978526148238,10.640556396991615
75,TrialState.COMPLETE,129.31123721694587,2026-06-10 15:48:45.853981,2026-06-10 15:49:48.762877,0.3492491293885876,19.11241672826838,0.7086219615342955,10.690453624508612,19.256922953222556,14.44072932752352,5.5576893442144595,5.072791412252961,5.48400225185382,0.0001964981876020138,3.658465916462621,0.011280715908360155,215.1248637781643,105.69248415066787,23.61875306627799
76,TrialState.COMPLETE,46.65574671940504,2026-06-10 15:49:48.770818,2026-06-10 15:51:02.217782,0.5672867625928657,4.871519552259764,0.6762662659224652,10.365564713606652,15.008420330713038,16.095358373409525,1.3809288853629764,3.208615907943549,7.091130199026024,0.00035312559550172153,1.3144926980882388,0.0025572870850276708,80.7715913561409,38.81132016402796,7.844426555377076
77,TrialState.COMPLETE,153.79297826010432,2026-06-10 15:51:02.225430,2026-06-10 15:52:01.128021,0.7548848869442348,5.208665659105988,0.8063265265561169,13.071283676233335,16.326099243617026,16.645883945586537,6.843913346043983,1.6688171469259228,13.127831010781165,0.00047569431885625697,2.4034891286769238,0.03545493701528902,78.61260108681472,127.25703245187142,26.535945808232892
78,TrialState.COMPLETE,134.4461026088664,2026-06-10 15:52:01.136133,2026-06-10 15:53:14.143211,0.5177217940829753,15.516038632191263,0.33922355959886946,12.973085492981568,20.10111540547704,10.27643499106236,2.3035097791477703,3.6057350134497286,10.565733297261204,0.00034792221164164916,1.7644388185772426,5.559512709562419e-05,195.02027472379652,115.94651441261671,18.499588196249682
79,TrialState.COMPLETE,12.01649097219154,2026-06-10 15:53:14.151527,2026-06-10 15:54:59.514849,0.8353613664318353,7.735568905949731,0.4097335519232743,11.16276481023922,15.349170932105059,12.733541055916879,1.6956049294833186,1.2542101208642034,6.328204485514801,0.00020467770382001088,2.0268601799664308,0.034616900074750705,95.63739251984933,8.103135138998695,3.9133558331928446
80,TrialState.COMPLETE,26.623604645648804,2026-06-10 15:54:59.526685,2026-06-10 15:56:31.877624,0.8999561966615162,10.632329062435202,0.3171135860102934,11.611974096537866,15.69409279585763,8.639187767846801,6.8605880757257385,1.2050959767080993,8.341910787415513,0.00018250288441483013,1.9155851711682255,0.007232145879371259,235.7193187040946,20.96404897433791,5.659555671310893
81,TrialState.COMPLETE,29.72414946900331,2026-06-10 15:56:31.888683,2026-06-10 15:58:30.870152,0.6916092857602856,18.573218801547746,0.2281095694519129,10.76828643142561,16.655047714755966,5.449164499113263,4.3107778779435275,1.7770143131297016,3.687770476129012,0.0001667348975775405,2.0938677795689773,0.04439719383020856,206.166869497756,21.28246725104469,8.441682217958622
82,TrialState.COMPLETE,49.68609920136344,2026-06-10 15:58:30.877466,2026-06-10 16:00:17.097192,0.9784845017592287,16.30963253130816,0.10397884316155821,12.642223475784638,17.151148640805307,3.2642664634623033,5.7595160648462835,2.7306291734308243,6.020174150068076,0.00025614198699752607,1.9801639255615886,0.01585488709298397,258.78744610642457,39.9708355685794,9.715263632784039
83,TrialState.COMPLETE,41.47385936966003,2026-06-10 16:00:17.105077,2026-06-10 16:01:41.030004,0.5925907101332124,14.091518081389392,0.05113930955753268,12.285987055402021,15.968029953791236,7.0627593218497,9.762784434523834,1.6676983090755468,5.800432042067273,0.00016439496882393741,2.152661152543238,0.022193172663083315,101.3685731890709,34.20871912025335,7.265140249406681
84,TrialState.COMPLETE,22.219089484308704,2026-06-10 16:01:41.037591,2026-06-10 16:03:59.572037,0.754049975605701,24.063835087997614,0.16081036015671318,15.117132079575267,15.248864175257333,2.6375455082552834,2.2889387825318446,2.558474209811782,4.166273189689419,7.214888170801712e-05,1.916595702273189,0.007145860843759347,107.69252590867,12.283482396427583,9.935607087881122
85,TrialState.COMPLETE,59.156519248227525,2026-06-10 16:03:59.579899,2026-06-10 16:05:44.473901,0.738389519406003,14.229166970828071,0.014070850817512415,12.94235169184378,17.538669637918748,2.241004547260367,3.7863209932081787,2.898508558251947,7.302046656751126,0.00014109325217433787,1.9148364959723665,0.0012715614854510652,103.02135083366208,48.72638282600829,10.430136422219231
86,TrialState.COMPLETE,63.950218348840465,2026-06-10 16:05:44.481642,2026-06-10 16:06:59.806285,0.4938672414869564,9.677473513314006,0.27516164397145504,11.797443195129505,15.103337800427596,9.431545667041691,8.07533029888111,1.6104769171186217,4.283686792758621,0.00012476928477520095,1.3585540663087026,0.027872645553850602,190.14444439974594,54.19138386978288,9.758834479057585
87,TrialState.COMPLETE,105.88938613970757,2026-06-10 16:06:59.813679,2026-06-10 16:08:27.282172,0.5361881740535729,14.97184435425986,0.4224036207502078,17.410309143919882,19.651076476508823,6.1121563127799865,4.527223657555989,1.0425391121685654,7.292436707842217,1.4736985353998701e-06,2.0457302982613896,0.004733917590705678,73.36663901304523,90.86506254340804,15.024323596299517
88,TrialState.PRUNED,40.70175193344369,2026-06-10 16:08:27.290843,2026-06-10 16:09:00.168120,0.3574371413224089,0.6588870553571723,0.4945642577246144,12.59321405818528,16.282378849209266,19.388989393488828,2.8154564456089393,2.8612712334292825,8.567463357925298,0.0004292850066973604,0.4110308767290536,0.0018194199025154043,214.4277723916527,,
89,TrialState.COMPLETE,155.80914942704015,2026-06-10 16:09:00.176265,2026-06-10 16:09:59.050021,0.9410135243047145,19.119524024510987,0.18500335477662627,10.403864945097146,17.14453890102598,8.503511889162242,10.275095883442638,6.299868266439443,4.407437364143737,0.00029501359199515684,2.3482982291498775,0.014596025277124978,571.4046585079789,129.02480843085388,26.784340996186263
90,TrialState.COMPLETE,73.84648418753495,2026-06-10 16:09:59.057541,2026-06-10 16:11:13.220095,0.8855824872303917,9.67064487265642,0.45513448596780814,10.910551739857826,17.65380312029547,16.20599038212654,1.5531488936906213,2.328903136106759,5.811810837003591,0.00015484500101052605,2.068920099971571,0.0037255895433474977,114.60460691343972,63.025021814895965,10.821462372638994
91,TrialState.COMPLETE,58.05725947911409,2026-06-10 16:11:13.227981,2026-06-10 16:13:11.332811,0.9289413690004704,9.540303793044737,0.2411841659966365,15.167805894369996,16.80738843676387,1.426514204012722,3.994843388993902,1.6396196932104692,7.657238771981346,0.00019762704704588864,1.801649319263976,0.004478749402842091,155.03011066952894,46.33829144247438,11.718968036639708
92,TrialState.COMPLETE,127.51754896437863,2026-06-10 16:13:11.340345,2026-06-10 16:14:06.981247,0.20208730519519946,21.740580278127133,0.9508032121327868,14.199389747850738,15.49085611424267,9.140486379014883,10.506596221942528,8.08366868134388,12.334488844321672,1.847114361605845e-05,2.9693686345651367,0.025935974801165378,205.11368786396412,104.10577483835203,23.4117741260266
93,TrialState.PRUNED,31.67972023033435,2026-06-10 16:14:06.988864,2026-06-10 16:14:41.471288,0.041112297829710404,0.6381010076579641,0.7818199493308061,10.987441504025254,15.986956222684364,7.533805232526203,6.499499110817416,7.512468429633204,15.352160044883934,6.037025520602803e-05,1.8368747177347886,0.041893922539872064,364.50387079891624,,
94,TrialState.COMPLETE,141.5059605535849,2026-06-10 16:14:41.478802,2026-06-10 16:16:02.371983,0.9564782808024974,4.889483597879456,0.308765156608947,15.98933607334592,20.84149056679148,2.2261543399965293,2.589720406894342,1.2896709200459384,13.06955741677595,0.00025027932296192224,2.4521343376076232,0.006086576952072443,414.0835270541519,122.50213947740886,19.003821076176063
95,TrialState.COMPLETE,49.68201602920799,2026-06-10 16:16:02.380436,2026-06-10 16:17:15.032290,0.4873065310404996,24.152329379247,0.05565282797438611,15.355468531697754,17.70244056094431,11.202596817120988,9.92428519155316,1.1089118517671213,3.872337660428034,0.000158718359915051,3.7470119858728723,0.009575914857408193,111.83805305008538,41.59303591650426,8.088980112703728
96,TrialState.PRUNED,28.642951964753394,2026-06-10 16:17:15.040177,2026-06-10 16:17:58.456486,0.9744274492629132,14.4965384197694,0.3543363422490416,10.934796943545916,22.519920644387163,4.723752317227506,8.933402166339832,2.4519108218966847,9.776811220981816,9.899745297078859e-05,2.1995694088966493,0.03035632508725275,303.0326596189604,,
97,TrialState.PRUNED,28.600590156604298,2026-06-10 16:17:58.466245,2026-06-10 16:18:37.628932,0.7451451516635477,10.241718186257792,0.07784354102452547,12.857836426837544,19.451666807323107,14.157114977588632,8.316685186303445,3.5091803114427416,1.7790900145839195,0.00021406799561628643,3.259396865988494,0.010306516403282803,83.76552820157494,,
98,TrialState.PRUNED,126.82604034405549,2026-06-10 16:18:37.639595,2026-06-10 16:18:56.187077,0.35367793621826327,7.975515322821791,0.1305932016825266,16.955968098864016,15.972833708442474,3.145512253713724,13.069404472983603,3.333779900316806,3.111426729138741,0.0003795998710604999,3.175351169333871,0.008388444245763215,88.82869329219602,,
99,TrialState.COMPLETE,78.27988926485996,2026-06-10 16:18:56.194475,2026-06-10 16:20:07.260199,0.6949969383278558,18.031157965002215,0.14199903967881078,18.74923412998899,18.967241904034612,10.004759355009233,10.309230410562948,1.1113438846510293,6.306658398737216,0.0001431595782618321,3.277687542995888,0.009454487688610437,147.3336481009379,66.93394975184347,11.345939513016495
100,TrialState.COMPLETE,28.741060052347155,2026-06-10 16:20:07.271694,2026-06-10 16:21:20.297114,0.30549227733586404,6.937545168213263,0.10915553382178839,13.960823016816319,16.90967593651706,9.842020420422784,11.349736487373091,1.2851998752847411,5.70182111212861,7.078923636031378e-05,3.9250211270097437,0.0018548907200883497,141.95312320832718,22.910558634578635,5.83050141776852
101,TrialState.COMPLETE,130.3432796456481,2026-06-10 16:21:20.304992,2026-06-10 16:22:15.486946,0.34359255174017783,2.50225439590998,0.2010052085088887,13.368196692510772,17.45990787752922,10.543777064397597,14.66665689619244,3.9189382948627753,5.267530708669514,0.0001348419956038585,3.8520813865121957,0.0007761926298963708,125.33767770041827,106.60504185294357,23.738237792704517
102,TrialState.COMPLETE,3.2904308867371768,2026-06-10 16:22:15.495132,2026-06-10 16:24:12.122937,0.44972367528577695,15.640159328996408,0.17974391247936197,14.12112177322421,15.472652030736006,1.933977895719762,8.996774679321335,1.7432855112846912,9.49198147901047,1.6997751426052932e-06,3.819479875104744,0.01312487530838008,148.16966822883856,0.8013055511831735,2.4891253355540033
103,TrialState.COMPLETE,40.179700531553266,2026-06-10 16:24:12.134803,2026-06-10 16:25:27.206030,0.3412714523081983,7.33605182145984,0.5598053159502306,11.464469958327603,15.818796663643964,6.629410835120316,11.56321188487596,3.0501671286535386,11.229824504348244,3.6000628488852515e-05,3.406314198748861,0.010596155376166778,527.8427018451234,33.13667038236857,7.043030149184692
104,TrialState.COMPLETE,102.94440914705741,2026-06-10 16:25:27.214270,2026-06-10 16:26:31.776118,0.23499510204266202,5.709518073135317,0.37398817964873166,10.235517369156486,18.002014773694853,6.06961640743874,11.537547119441294,1.7095931979356567,20.78993896647686,1.5649746926625482e-05,3.14360792601313,0.015243566026743465,820.6571050692756,88.02578334434533,14.918625802712091
105,TrialState.COMPLETE,67.78944228558957,2026-06-10 16:26:31.783844,2026-06-10 16:27:43.851346,0.3119251388620558,2.6206396218223333,0.7382520400188449,13.113708791073151,18.943012432147114,4.516050765430276,15.174762663997107,2.1627250225809043,8.16381073498099,4.484532563962506e-05,3.1150704996701353,0.025316632410497978,435.61561329257154,57.82031180673039,9.969130478859183
106,TrialState.COMPLETE,6.123112823624368,2026-06-10 16:27:43.859038,2026-06-10 16:29:36.607359,0.33912181112285705,6.555441560053672,0.09603718847290099,13.699906808832706,15.06423117709739,2.2411272077614415,8.61889200308969,1.6012189275313435,12.314273944443874,7.76710969804957e-05,3.600065648422158,0.0034267189628279793,179.4140391488524,3.2249807455595674,2.8981320780648008
107,TrialState.COMPLETE,65.8142345258294,2026-06-10 16:29:36.614747,2026-06-10 16:30:51.405310,0.22367505370538993,5.807817899991147,0.15434899321110254,13.247765773244524,17.642908144359296,3.485682874910989,6.214076077543046,6.1202599037301875,16.894817659443987,2.6252077242669548e-05,2.812662318194883,0.019123854469144004,85.00616868119299,54.87354157205861,10.940692953770794
108,TrialState.COMPLETE,57.49711526074252,2026-06-10 16:30:51.413459,2026-06-10 16:32:07.145759,0.7860380142843345,8.28632530560779,0.7248338668169383,11.491152613866378,16.16139098448695,7.765869843021421,10.077108975276381,2.301093138781572,9.081594651321376,0.00024984351704900693,1.6170569756312883,0.003145670725339383,479.71041535264686,48.565310067106005,8.931805193636515
109,TrialState.COMPLETE,2.12718742450588,2026-06-10 16:32:07.153602,2026-06-10 16:34:18.531012,0.35510743868106165,6.836094956782664,0.2110929829376343,12.213450069214574,15.39221012225159,1.3675520488510116,8.656074663536316,2.8218108121157943,6.745432161011516,5.424492668753699e-05,3.550295725338387,0.0076187220638895435,100.21149878178666,0.0,2.12718742450588
110,TrialState.COMPLETE,46.71904506673218,2026-06-10 16:34:18.542703,2026-06-10 16:35:56.766616,0.5288663333304604,9.054329371478744,0.1332673406628416,11.939972086090094,17.80586101801702,1.6819414304353209,4.145872108645626,5.552553575135515,12.772557388705696,0.00011312141259432928,3.4510208836402976,0.0035806393713443073,1265.0064612947672,39.09959901516578,7.6194460515664
111,TrialState.COMPLETE,39.141862013637365,2026-06-10 16:35:56.774689,2026-06-10 16:37:27.721866,0.3997374733902006,1.5456327203483498,0.3652979439563691,15.03225180065861,16.912027646463056,4.031732128516763,8.55374582950473,2.4124892121689525,15.452621743911157,0.00013019622207801113,3.888712486949557,0.008166087615509004,183.1263117540393,32.34383382895502,6.798028184682346
112,TrialState.PRUNED,58.5625783568381,2026-06-10 16:37:27.729320,2026-06-10 16:37:58.198609,0.43230152730631327,0.4215660085675889,0.39834412717935175,17.71182376371233,21.594679661598995,4.876095380471097,3.298663112509476,3.0778219330259624,13.9724108013941,0.00024437868560315325,3.85460927484964,0.0014047429233798884,275.3488529108111,,
113,TrialState.COMPLETE,37.163130914659526,2026-06-10 16:37:58.210059,2026-06-10 16:39:19.885997,0.24619432464730018,16.209170692171472,0.1616543061679187,12.884942463667178,15.798246205573957,6.116312988623589,8.534509107039334,3.049436379305229,14.192482368531204,6.633483623094372e-05,3.95843547451193,0.000231910483124978,212.20927714276712,30.40374244542107,6.759388469238455
114,TrialState.COMPLETE,61.987800235770536,2026-06-10 16:39:19.893884,2026-06-10 16:40:35.849101,0.24580548314591388,9.759493658941459,0.20187444816728145,13.788276558015973,16.640734963044594,6.4094602801629295,10.31281773072494,1.2605753729295452,14.910071369778269,8.25727993607821e-05,2.8729108537718497,0.0006906146155262778,83.4732300951816,52.50465628076028,9.48314395501026
115,TrialState.COMPLETE,2.8038448467401205,2026-06-10 16:40:35.857077,2026-06-10 16:42:32.488974,0.0651104522426813,12.788494660834521,0.6392377567471648,11.598021060532636,15.028479636950754,1.0520390951580145,11.257178142673988,3.434257679099657,8.02821453832747,0.00018663266722012745,3.66791709835189,0.0006020051994016019,1185.4035030018165,0.24109232293735805,2.5627525238027626
116,TrialState.COMPLETE,1.3541130911278212,2026-06-10 16:42:32.496746,2026-06-10 16:44:24.811029,0.06284065099272272,13.891674852338896,0.3436644538623639,12.936031855481126,15.06525033192068,3.501255999076443,10.88305637006494,2.5207210284627064,5.0054214769814624,0.0002694704462259133,3.5276701289483454,0.0005468625975955658,1156.1410851849064,0.0,1.3541130911278212
117,TrialState.COMPLETE,127.51754896437863,2026-06-10 16:44:24.826290,2026-06-10 16:45:29.759009,0.09881012994125338,18.53056061844787,0.3607637269488957,11.099866336808335,16.3725109998265,2.8251011942063524,16.448524260309785,4.764211205285521,4.4746672894885275,0.0002673237506761047,3.7091652349162643,0.0010620356806303709,3894.8888450404893,104.10577483835203,23.4117741260266
118,TrialState.PRUNED,126.82604034405549,2026-06-10 16:45:29.767258,2026-06-10 16:45:48.345352,0.020468304681238683,15.086068086993496,0.4886288219828043,16.94064712849898,16.074523478786748,1.6352462941881079,18.097281721179584,2.958605327054241,14.82092559117351,0.000145860590737336,2.919578530095793,0.0002547502317774234,1840.3300401643423,,
119,TrialState.COMPLETE,39.976337122410584,2026-06-10 16:45:48.355497,2026-06-10 16:46:58.447113,0.5306987504841956,14.252873734374491,0.317399192560989,13.375751001282637,15.623387902357479,13.117959868366672,6.719403775396758,1.03596970064749,14.261161872251002,2.783720294444372e-05,3.3075326775339953,8.974672379135682e-05,428.0729789682711,31.82060946001263,8.15572766239795
120,TrialState.COMPLETE,51.635603178183985,2026-06-10 16:46:58.454951,2026-06-10 16:48:28.956154,0.10370702891279368,22.198170609170987,0.7017493693818384,14.512355396433415,18.373385224876913,2.7327638073546345,13.782899198519724,2.1689761668254057,2.2790466144358446,0.00026085484755403285,3.5024636205764628,0.00018863991482180863,1150.109494520989,43.399509023331404,8.236094154852578
121,TrialState.COMPLETE,5.7956748692394475,2026-06-10 16:48:28.963600,2026-06-10 16:51:11.485199,0.2968172098976247,5.280274208437511,0.29896628175762946,13.277764128784302,15.350270232055749,1.8358381749456492,4.724470541260516,3.5064330627445504,3.8756334364727456,4.928809801140595e-05,3.324484580697783,0.003037397586333076,133.28057020462396,0.0,5.7956748692394475
122,TrialState.COMPLETE,21.718512617110783,2026-06-10 16:51:11.492845,2026-06-10 16:53:14.659738,0.3737720010617267,20.58900209474942,0.17080924173576167,15.61623436435074,17.59994796298048,1.5963916831867604,5.6996211718015815,2.146866920351534,8.140969085572921,9.938282337662383e-06,3.9952257346256306,0.003877122503643627,168.6178639743981,15.642919993615799,6.075592623494982
123,TrialState.COMPLETE,11.441313157352983,2026-06-10 16:53:14.667672,2026-06-10 16:55:32.092901,0.2807759616170456,4.511418751052175,0.16442347274108596,15.615958583872775,16.017946490870095,2.661305212448614,4.371328962851605,3.7604183779951224,1.2456626117977692,5.403768310514097e-05,2.7850218684783115,0.0005007159937285928,312.4205735424508,4.20191477474265,7.239398382610334
124,TrialState.PRUNED,126.82604034405549,2026-06-10 16:55:32.100546,2026-06-10 16:55:50.959135,0.053505943103400705,4.025659059987907,0.2883989551992195,17.09258653386157,16.710593510687335,3.076659339750545,2.340413608635204,5.925030296401745,5.1151595105509955,0.0001500693190715599,3.4417728337965725,0.0008245882863933767,254.53721659043663,,
125,TrialState.PRUNED,126.82604034405549,2026-06-10 16:55:50.967478,2026-06-10 16:56:09.693310,0.41623692459704886,5.713082765090522,0.3058887814233505,16.88027321494116,16.113870696924444,1.1992512795444736,7.66609086889936,2.33942991356502,1.8170059140984574,5.0671647235765624e-05,3.0760549928178045,0.01187203201495826,480.715923211574,,
126,TrialState.COMPLETE,70.76398326240911,2026-06-10 16:56:09.704624,2026-06-10 16:57:30.228935,0.18951683897332156,3.0495141421305463,0.8699708325528737,11.004383054745787,17.945939353475158,6.967738921878492,6.277946585066888,4.73357986527517,11.65123839386467,0.00021570643147799724,3.1620138037470964,0.00014999923944410002,1221.1928539839034,60.30493043136205,10.459052831047064
127,TrialState.COMPLETE,20.325269674539932,2026-06-10 16:57:30.236662,2026-06-10 16:59:23.455030,0.2385890393391991,2.2680933215232755,0.2029744251897038,11.100680202370873,18.055197370660302,4.276721472159505,7.494698380438759,1.9472278068709765,3.124884642580021,0.00011314480556212768,3.4002232052879253,0.008095961974172821,108.25183589149306,15.551713901380193,4.773555773159737
128,TrialState.PRUNED,126.82604034405549,2026-06-10 16:59:23.462808,2026-06-10 16:59:42.195969,0.532967065373149,5.348771214356432,0.237862756021115,17.000660977651236,15.339087282327709,1.426544395851544,5.299827032030519,4.704820649116456,2.875587302408599,5.656828834563469e-05,2.6887528880146054,9.448711401559634e-05,261.3688927861087,,
129,TrialState.COMPLETE,84.63029292319263,2026-06-10 16:59:42.204170,2026-06-10 17:01:17.553038,0.27988498682741836,10.425068241607223,0.022519801955187935,14.86003279268701,21.626421599947296,3.8141776818525335,2.9550659049793175,2.9728097277170913,7.093763215323033,2.2037168584484154e-05,3.9452694352885773,0.0005465726602076883,230.45954793413662,72.32878700110682,12.30150592208581
130,TrialState.COMPLETE,2.9758585836381095,2026-06-10 17:01:17.560994,2026-06-10 17:04:10.861886,0.48498293021150046,0.24245908833941257,0.003579080585551203,11.004955736093116,15.727904275078437,4.643004173390662,4.700082098081358,3.5780857634372785,2.9403498651429865,9.949534167132369e-05,2.774698280972636,0.0038483294140701845,109.65901732626726,0.0,2.9758585836381095
131,TrialState.PRUNED,35.00262564582228,2026-06-10 17:04:10.869604,2026-06-10 17:04:50.511460,0.41710200166049316,0.18974632040633338,0.1811992733684613,13.956487323737502,19.46326828856272,8.692867342253269,2.693127894460969,2.0491869069060136,1.239282706682604,0.00013128777374996422,2.9405769086016718,0.005259635824683387,164.03182671175458,,
132,TrialState.COMPLETE,1.63239174623737,2026-06-10 17:04:50.519413,2026-06-10 17:07:07.392935,0.36951782174178954,7.734468956539754,0.42348221916392587,12.983770836352834,15.007970883701557,3.5608964559401177,7.455467052700015,2.142880507594665,7.058847064060799,0.0001201762002848003,3.6472909962531475,0.0030363955993171197,77.07840815856767,0.0,1.63239174623737
133,TrialState.COMPLETE,64.85544066305515,2026-06-10 17:07:07.400945,2026-06-10 17:08:45.965094,0.24480431927468999,0.4117398340601207,0.1038129134692834,11.042663469218217,16.028758843127054,2.1178483094757983,6.701628863400032,2.868224426289277,2.070438630042702,7.44915569596461e-05,2.8799843650115506,0.001775973920563603,78.93491791873107,53.51349283417387,11.341947828881283
134,TrialState.COMPLETE,8.781230135942977,2026-06-10 17:08:45.972640,2026-06-10 17:11:02.069021,0.17642691590542295,7.088975272646171,0.2955670420131239,10.511363372080357,16.757438798333254,1.936898070495112,4.489031937607487,5.016875160924732,4.111027450309054,3.2097156783702477e-06,3.45379866805479,0.004482207963573274,176.779886819257,2.0015797017849466,6.779650434158031
135,TrialState.COMPLETE,76.2841302445368,2026-06-10 17:11:02.076754,2026-06-10 17:12:17.838014,0.7310578183179051,0.12769612402219618,0.006374190144990107,11.994977296902501,16.94684534768935,3.5666034118128342,8.858489682512744,4.6917124168832665,3.1550736568889137,3.0941076486052925e-05,3.0720825784197303,0.014456368945652089,248.60444081287363,64.68587664501634,11.59825359952046
136,TrialState.COMPLETE,13.154189854127106,2026-06-10 17:12:17.845849,2026-06-10 17:14:23.312948,0.3403784614366362,11.806147471365938,0.12436685436383044,12.6108821539197,17.16525233215693,2.1575229534770375,4.136546258424582,5.477776848180882,5.566241250160822,7.207265619367092e-05,3.6814223872974514,0.015046049412927497,171.3104537011811,6.308825130833114,6.845364723293992
137,TrialState.COMPLETE,38.40921330141293,2026-06-10 17:14:23.320849,2026-06-10 17:15:55.643056,0.4544181114537582,12.613800945630802,0.25319830947360644,14.095980497662527,17.36000879964033,3.02047866924889,5.912980567077627,1.0246982928796686,14.936533457438006,2.6742012578756026e-05,3.8363410361688746,0.011389574683403568,610.8899008076562,31.690470034443678,6.718743266969257
138,TrialState.COMPLETE,2.2453087568571366,2026-06-10 17:15:55.651076,2026-06-10 17:18:00.016030,0.049809913634435404,8.458557824321284,0.16898347269390163,10.247800166442289,15.441082542289228,4.855964731887618,3.6592245523839844,6.339938963662843,6.072844633583299,0.0001422242564395708,3.9292370970684,0.0021065959170021935,134.55365425986756,0.0,2.2453087568571366
139,TrialState.COMPLETE,16.692875611639934,2026-06-10 17:18:00.023574,2026-06-10 17:20:15.670166,0.31407655327658296,1.4286903007206346,0.63355679100774,10.426806176669798,19.993165529012607,2.242687233865408,5.903591582545749,3.4255920528352886,6.246474310176316,0.0002600400595217095,3.659564236596282,0.003906555481313925,76.23359566804184,11.176463771795921,5.516411839844013
140,TrialState.COMPLETE,27.448049412583842,2026-06-10 17:20:15.677602,2026-06-10 17:22:28.364088,0.16019884058188916,13.489244427259221,0.14630478458742885,11.936698903904205,18.634352669669074,1.7941422628532455,1.6330613892574557,6.42549277715028,1.516678280591922,0.00018045436968984853,3.340219056428876,0.004770054051563389,264.88762021307946,19.407957590803996,8.040091821779846
141,TrialState.COMPLETE,5.907411268494117,2026-06-10 17:22:28.371763,2026-06-10 17:25:09.448988,0.18582956229316885,2.443123842444524,0.48321905146428784,11.894975740439856,18.562171421380356,5.760932800015459,1.0853629218566248,3.9064396672248876,2.285564537417172,2.448801286696999e-05,3.539029840718047,0.0004318384569700986,86.1599785638632,0.0,5.907411268494117
142,TrialState.COMPLETE,31.765109262660946,2026-06-10 17:25:09.456517,2026-06-10 17:26:58.393810,0.45521345195337815,1.5362098527628456,0.8413191674934818,10.367869972860039,17.43008769822724,1.9652026761414028,5.1021056783428165,5.574212540737573,9.650541458104787,0.00032723206517527924,3.1749360936090563,0.002382640406639442,85.89289833964698,25.757377607135126,6.007731655525819
143,TrialState.COMPLETE,4.151503595266922,2026-06-10 17:26:58.401537,2026-06-10 17:28:54.482991,0.05528062784698004,17.689023275397606,0.567055395188051,14.022037258007886,15.335332595549595,5.677485578936931,4.647610097942473,3.1011098416735194,10.52138980278144,0.00027689485741648305,3.9488094032312597,0.0011720320410955475,869.0132043297782,1.4566700415442435,2.6948335537226784
144,TrialState.COMPLETE,19.08821269947913,2026-06-10 17:28:54.490506,2026-06-10 17:30:31.925294,0.3627750080883463,24.014762627301582,0.6022416430837294,15.725124588962117,15.840130391778299,4.834046082370427,7.533434303391821,3.8345489363146616,9.844445157228105,0.00016278154310958844,3.648994084000225,0.003757938907223114,89.52814681797061,14.30282861008186,4.785384089397271
145,TrialState.COMPLETE,5.974811010903233,2026-06-10 17:30:31.932837,2026-06-10 17:33:15.303249,0.2861862635421997,1.7348235493603867,0.615717275746274,12.60158111675298,21.33751749395714,3.838878433549984,1.7284600594300943,4.950457528298125,3.7005725545828376,9.369327202984273e-05,3.4169478631713535,5.2062136440194074e-05,80.27230399598221,0.0,5.974811010903233
146,TrialState.COMPLETE,102.95480450994245,2026-06-10 17:33:15.311474,2026-06-10 17:34:33.085268,0.2913688200323768,2.6343281778939986,0.6318974360714789,13.880070079034196,20.06867391678334,12.180727303872048,2.617767542499839,4.935113537523522,2.9334113080726443,2.2943378549855884e-05,3.495233121544501,0.0001331816062813428,74.78941191158223,88.89460771328767,14.060196796654772
